     0.00   0.00000000000000 
     2.05   0.00000000000000 
     4.11   0.00000000000000 
     6.16   0.00000000000000 
     8.21   0.00003320677300 
    10.26   0.00012892535402 
    12.32   0.00046961939818 
    14.37   0.00149376815408 
    16.42   0.00428996218443 
    18.48   0.01112746579855 
    20.53   0.02609686825171 
    22.58   0.05531477229256 
    24.63   0.10607879759082 
    26.69   0.18422364125157 
    28.74   0.29011976709074 
    30.79   0.41501579548305 
    32.84   0.54076397962272 
    34.90   0.64452449665318 
    36.95   0.70748268851719 
    39.00   0.72283599742161 
    41.06   0.69894871551785 
    43.11   0.65532583360029 
    45.16   0.61470794274872 
    47.21   0.59599023946856 
    49.27   0.61146913608501 
    51.32   0.66770097163952 
    53.37   0.76704798395535 
    55.43   0.90685850841528 
    57.48   1.07618292213755 
    59.53   1.25300478809656 
    61.58   1.40677159011335 
    63.64   1.50714618619441 
    65.69   1.53665225473290 
    67.74   1.49853677486333 
    69.79   1.41520405841874 
    71.85   1.31905174588586 
    73.90   1.24229075509788 
    75.95   1.21087884362457 
    78.01   1.24184289591392 
    80.06   1.33931594927962 
    82.11   1.48853349112288 
    84.16   1.65354804674992 
    86.22   1.78517524466778 
    88.27   1.84036015568530 
    90.32   1.80253590381493 
    92.38   1.69124714144786 
    94.43   1.55371880237603 
    96.48   1.44533703548582 
    98.53   1.41340740633089 
   100.59   1.49557560380052 
   102.64   1.73079038550184 
   104.69   2.16767522616907 
   106.74   2.85462019694545 
   108.80   3.80920445997842 
   110.85   4.98167411037291 
   112.90   6.24170841615664 
   114.96   7.40719408267453 
   117.01   8.30669433512609 
   119.06   8.84184943998619 
   121.11   9.01413535500194 
   123.17   8.90739164826183 
   125.22   8.64433580719841 
   127.27   8.34258692355517 
   129.33   8.08001143226596 
   131.38   7.87093410904284 
   133.43   7.65961732016196 
   135.48   7.34481169242440 
   137.54   6.83446961207231 
   139.59   6.10427266961362 
   141.64   5.22246467325153 
   143.70   4.32389461758341 
   145.75   3.55044672671756 
   147.80   2.99570255021521 
   149.85   2.67877225736829 
   151.91   2.55518685411636 
   153.96   2.54579147193209 
   156.01   2.57000949475196 
   158.06   2.57035428562394 
   160.12   2.52636578386436 
   162.17   2.45608806251536 
   164.22   2.40594573475023 
   166.28   2.42931765006037 
   168.33   2.56282200947560 
   170.38   2.80728198361987 
   172.43   3.12558616967316 
   174.49   3.45800923683768 
   176.54   3.74653950994521 
   178.59   3.95273351519249 
   180.65   4.05862357187959 
   182.70   4.05339607511831 
   184.75   3.92296873341302 
   186.80   3.65489734170015 
   188.86   3.25683274762632 
   190.91   2.77246304324857 
   192.96   2.27888536181964 
   195.01   1.86420257881045 
   197.07   1.59755652293464 
   199.12   1.50804082660886 
   201.17   1.58071405678297 
   203.23   1.76649759961284 
   205.28   1.99944756031803 
   207.33   2.21378273572754 
   209.38   2.36097363797561 
   211.44   2.42259653256990 
   213.49   2.41689491824988 
   215.54   2.38939896889603 
   217.60   2.39035023815555 
   219.65   2.44707826748943 
   221.70   2.55106828924196 
   223.75   2.66917165148061 
   225.81   2.77343898550627 
   227.86   2.86825067880587 
   229.91   2.99594662363409 
   231.96   3.21561347578800 
   234.02   3.56833166141530 
   236.07   4.05119054904903 
   238.12   4.61639348206026 
   240.18   5.19285529386099 
   242.23   5.71713151304050 
   244.28   6.15354696294661 
   246.33   6.50060111540485 
   248.39   6.78353726779665 
   250.44   7.04187991185150 
   252.49   7.31582266742854 
   254.55   7.63360121085599 
   256.60   8.00896652620544 
   258.65   8.45409104111118 
